category,zwid,events,points,league_id,pos,history,aid,zada,tname,tc,tbc,tbd,topen,fem,tid,reg,rank,name,flag
C,264143,1,3,59,210,,264143,0,,00dd00,,,,,0,1,,"Peter Crick",be
B,265523,1,3,59,325,,265523,0,ZESP,000000,fabd00,ad1519,,,2146,1,,"Jorghotten ",es
B,282199,1,3,59,325,,282199,0,,00dd00,,,,,0,1,,"David Stage 2 pb Primal ZHR (E) B",us
B,328878,1,3,59,325,,328878,0,"Dutch Diesel Cyc",ffffff,e35221,23398f,,,2649,1,,"John Cole",us
A,367040,1,3,59,192,,367040,0,,00dd00,,,,,0,1,,"simon lloyd",gb
C,414893,1,3,59,210,,414893,0,TeamNL,ffffff,ffa500,ffa500,,,2281,1,,"Seb ten Cate",nl
D,441813,1,3,59,29,1,441813,0,,00dd00,,,,,0,1,,"Bauke Planting",nl
A,445200,1,3,59,192,,445200,0,,00dd00,,,,,0,1,,"Mees Willemsen",nl
B,454614,2,3,59,325,,454614,0,,00dd00,,,,,0,1,,"Budgie Bird",gb
D,456387,1,3,59,29,2,456387,0,,00dd00,,,,,0,1,,"ZhrRobert Proctor A",gb
A,465455,1,3,59,192,1,465455,0,,00dd00,,,,,0,1,,"Daniel Crespo",us
D,489093,1,3,59,29,1,489093,0,,00dd00,,,,,0,1,,"Adrian Flores",us
C,494316,1,3,59,210,,494316,0,,00dd00,,,,,0,1,,"Danne Larsson",se
B,503722,1,3,59,325,,503722,0,,00dd00,,,,,0,1,,"Ji&#345;&iacute; Hofman",cz
A,521148,1,3,59,192,,521148,0,TeamNL,ffffff,ffa500,ffa500,,,2281,1,,"Erwin Ton",nl
D,563766,1,3,59,29,2,563766,0,,00dd00,,,,,0,1,,"Dave Allis",gb
B,591300,1,3,59,325,,591300,0,"Team R2",ff8700,000000,5cb0fc,,,41,1,,"Basti Löcken [R2]",de
B,630347,1,3,59,325,,630347,0,,00dd00,,,,,0,1,,"Tom Guy",gb
A,642987,1,3,59,192,,642987,0,,00dd00,,,,,0,1,,"Paul Thomas",gb
A,700438,1,3,59,192,,700438,0,,00dd00,,,,,0,1,,"Thomas Kaae",dk
D,719976,1,3,59,29,1,719976,0,,00dd00,,,,,0,1,,"Andreas Mailand 3232",dk
C,720162,1,3,59,210,,720162,0,CCC,53c1e7,000000,0744e0,,,2975,1,,"Daniel Roy 🚴",ca
C,804414,1,3,59,210,,804414,0,,00dd00,,,,,0,1,,"John ED",gb
D,817228,1,3,59,29,2,817228,0,#EFDV,4d4149,ff68c6,060004,,,3094,1,,"Rowson Andrewskovich #EFDV",fr
D,818362,1,3,59,29,3,818362,0,,00dd00,,,,,0,1,,"Luke Stacko 7352",us
B,839445,1,3,59,325,,839445,0,,00dd00,,,,,0,1,,"Javad Falsafi5263",gb
B,843466,1,3,59,325,,843466,0,"Team BDC",fdfdfc,7d7b7b,f38907,,,2092,1,,"Simone  Ceresara [BDC]",it
C,850596,1,3,59,210,2,850596,0,,00dd00,,,,,0,1,,"Carl Carleton",us
C,853042,1,3,59,210,,853042,0,,00dd00,,,,,0,1,,"Travis Schroeder3480",us
D,858171,1,3,59,29,,858171,0,,00dd00,,,,,0,1,,"David Jones",gb
C,863237,1,3,59,210,,863237,0,,00dd00,,,,,0,1,,"Matthew Slinger (WBR C 7977)",gb
D,873068,1,3,59,29,,873068,0,,00dd00,,,,,0,1,,"Rob Davis",us
A,897921,1,3,59,192,,897921,0,,00dd00,,,,,0,1,,"Neil Bennison",gb
B,911482,1,3,59,325,,911482,0,,00dd00,,,,,0,1,,"Colin Levy6315",gb
D,914948,1,3,59,29,1,914948,0,"BZR cycling team",f3f300,111111,dd4b39,,,35,1,,"Kenneth Cools",be
D,916829,1,3,59,29,1,916829,0,,00dd00,,,,,0,1,,"Joachim Sand ",se
D,921923,1,3,59,29,1,921923,0,,00dd00,,,,,0,1,,"Tyler Sweigard",us
B,932591,1,3,59,325,,932591,0,,00dd00,,,,,0,1,,"Ronald Couture",ca
C,937639,1,3,59,210,,937639,0,,00dd00,,,,,0,1,,"Juan Pablo Mendez Ruiz",es
D,944360,1,3,59,29,1,944360,0,,00dd00,,,,,0,1,,"Patryk Kubicki1467",pl
C,954340,1,3,59,210,,954340,0,,00dd00,,,,,0,1,,"Phil Bunsen",de
D,969938,1,3,59,29,2,969938,0,,00dd00,,,,,0,1,,"Jürgen Eckert",de
D,837,1,2,59,46,2,837,0,TeamEN,ee1d22,ffffff,ee1d22,,,1384,1,,"Randy Peene",us
A,1916,1,2,59,205,,1916,0,BRT,ffffff,050505,ff8100,,,4,1,,"Scott McGonigle [BRT]",gb-sct
D,30177,1,2,59,46,1,30177,0,"Team CRYO-GEN",ffffff,0073b7,ffffff,,,2740,1,,"Jeff Hughart CRYO-GEN(D1)",us
A,41959,1,2,59,205,,41959,0,BRT,ffffff,050505,ff8100,,,4,1,,"Bart Keizer",nl
D,45228,1,2,59,46,3,45228,0,,00dd00,,,,,0,1,,"Peter Broesen (Spinning is winning)",dk
C,64107,1,2,59,225,,64107,0,,00dd00,,,,,0,1,,"Lukas Connolly",de
A,70545,1,2,59,205,,70545,0,,00dd00,,,,,0,1,,"Francisco Ramirez (MPC Wheels)",us
A,85295,1,2,59,205,,85295,0,DIRT,29ec34,563c0f,df6a0d,,,2707,1,,"Matthew Buckle",gb
D,109456,1,2,59,46,2,109456,0,,00dd00,,,,,0,1,,"Tony Howard",gb-eng
A,156725,1,2,59,205,,156725,0,"Pedal Racing",ffffff,0073b7,ffffff,,,189,1,,"Todd Koenig ",us
D,160528,1,2,59,46,3,160528,0,TugaZ,ffffff,ff1f00,33735b,,,2466,1,,"Joao Cravo",pt
A,171988,1,2,59,205,,171988,0,,00dd00,,,,,0,1,,"Vincent Deschenes",ca
A,172841,1,2,59,205,,172841,0,ZHR,ff0000,03228c,03228c,,,1979,1,,"Mick Henderson",gb
D,191090,1,2,59,46,2,191090,0,HIK,ffffff,0073b7,ffffff,,,719,1,,"Menno van Bohemen",nl
B,225464,1,2,59,341,,225464,0,,00dd00,,,,,0,1,,"Andrew H",gb
A,247198,1,2,59,205,,247198,0,teamWKG,fa5e06,3f4c54,3f4c54,,,1330,1,,"Kevin Headley ",us
B,275059,1,2,59,341,,275059,0,DIRT,29ec34,563c0f,df6a0d,,,2707,1,,"Ryan Frey",us
C,277259,1,2,59,225,,277259,0,,00dd00,,,,,0,1,,"Jason Lockyer",gb
D,287179,1,2,59,46,2,287179,0,,00dd00,,,,,0,1,,"Lynn Bianco 5094",us
B,315212,1,2,59,341,,315212,0,,00dd00,,,,,0,1,,"Paul Conneely  ZHR (F)",ie
B,340680,1,2,59,341,,340680,0,LACC,ffffff,0073b7,ffffff,,,2904,1,,"Sean Phan LACC",au
C,391366,1,2,59,225,,391366,0,"Bikebox Online",ffffff,0073b7,ffffff,,,2941,1,,"Danny Sampson 4522",gb
D,430523,1,2,59,46,1,430523,0,,00dd00,,,,,0,1,,"J Langlois",ca
C,466160,1,2,59,225,1,466160,0,"Foudre ⚡️",ffffff,81b9e8,ffffff,,,2898,1,,"Olivier Ss 6666",fr
B,468148,1,2,59,341,,468148,0,,00dd00,,,,,0,1,,"Aleksander Federici",no
A,496460,1,2,59,205,,496460,0,,00dd00,,,,,0,1,,"Nate Miller",us
C,497324,1,2,59,225,,497324,0,"Foudre ⚡️",ffffff,81b9e8,ffffff,,,2898,1,,"Yo YO",fr
D,572213,1,2,59,46,3,572213,0,"Team TFC Racing",111111,f3f300,111111,,,10,1,,"Ruth Stapleton SNCC",gb
C,627363,1,2,59,225,,627363,0,,00dd00,,,,,0,1,,"Scott Grove",us
B,669681,1,2,59,341,,669681,0,"Team Poland",ffffff,dd4b39,ffffff,,,25,1,,"Kamil Palyska[TeamPoland]",pl
A,688572,1,2,59,205,,688572,0,"Team Ukraine",0000cd,ffd700,0000cd,,,3062,1,,"Deneka Konstantin",ua
D,721792,1,2,59,46,2,721792,0,"Team Poland",ffffff,dd4b39,ffffff,,,25,1,,"Paweł Gruszka",pl
B,769888,1,2,59,341,,769888,0,WxK,3acc37,0c181f,1c1010,,,323,1,,"William Leiner 🐆",us
A,771390,1,2,59,205,,771390,0,,00dd00,,,,,0,1,,"Andrew Vane",nz
D,806450,1,2,59,46,2,806450,0,,00dd00,,,,,0,1,,"Jason McDonald6434",us
D,820749,1,2,59,46,3,820749,0,,00dd00,,,,,0,1,,"Matthew Newhook 6645",ca
C,823153,1,2,59,225,,823153,0,,00dd00,,,,,0,1,,"Mike Boeving5811",us
B,898541,1,2,59,341,,898541,0,,00dd00,,,,,0,1,,"Martin Schmid",de
A,909382,1,2,59,205,,909382,0,,00dd00,,,,,0,1,,"Luc De Moor",be
A,917866,1,2,59,205,,917866,0,,00dd00,,,,,0,1,,"Sonny Peterson",se
A,923151,1,2,59,205,,923151,0,,00dd00,,,,,0,1,,"Jason Leech ZHR B",ie
B,923329,1,2,59,341,,923329,0,,00dd00,,,,,0,1,,"Craig Pike ",ca
B,926114,1,2,59,341,,926114,0,,00dd00,,,,,0,1,,"Mathieu Schmitt",fr
C,931871,1,2,59,225,,931871,0,,00dd00,,,,,0,1,,"Luis Canosa",gb
C,957363,1,2,59,225,,957363,0,,00dd00,,,,,0,1,,"Alex Stec",bb
D,971776,1,2,59,46,2,971776,0,,00dd00,,,,,0,1,,"Barry Mark9411",gb-nir
D,50000,1,1,59,59,3,50000,0,,00dd00,,,,,0,1,,"Michael Stahl",dk
A,87402,1,1,59,219,,87402,0,RXC,ffffff,b72100,1763d6,,,2359,1,,"Vincent Davis",us
D,108664,1,1,59,59,1,108664,0,,00dd00,,,,,0,1,,"Simeon  Chiasson CCC",ca
A,120966,1,1,59,219,,120966,0,,00dd00,,,,,0,1,,"mark francis",gb
A,171940,1,1,59,219,,171940,0,Innovation,ffffff,0073b7,ffffff,,,975,1,,"Ed Gurney",gb
C,185717,1,1,59,234,,185717,0,RCC,fc2097,d2d6de,111111,,,265,1,,"Brian Meindl",us
A,213277,1,1,59,219,,213277,0,,00dd00,,,,,0,1,,"Christopher Lazzara",us
A,274507,1,1,59,219,,274507,0,,00dd00,,,,,0,1,,"Paul  Carr",au
C,328805,1,1,59,234,,328805,0,"Team Fearless",001f3f,39cccc,01ff70,,,1677,1,,"Lorena  Sandoval ",ca
A,344593,1,1,59,219,3,344593,0,,00dd00,,,,,0,1,,"A.J ( Bahati Foundation-M2W",us
C,391516,1,1,59,234,,391516,0,,00dd00,,,,,0,1,,"Robertas / FullNorth",lt
D,399987,1,1,59,59,2,399987,0,,00dd00,,,,,0,1,,"Don Brinkhurst",ca
A,414421,1,1,59,219,,414421,0,,00dd00,,,,,0,1,,"Ralf Anacker  1244",de
D,497896,1,1,59,59,3,497896,0,,00dd00,,,,,0,1,,"Mike Taylor",gb
C,544135,1,1,59,234,2,544135,0,,00dd00,,,,,0,1,,"Jonny Garside",gb
A,611393,1,1,59,219,,611393,0,,00dd00,,,,,0,1,,"Andreas Schnorr",de
B,618713,1,1,59,351,,618713,0,,00dd00,,,,,0,1,,"Jorge Nunes",pt
C,732336,1,1,59,234,,732336,0,,00dd00,,,,,0,1,,"Jan Willem Middelesch",nl
C,825824,1,1,59,234,,825824,0,,00dd00,,,,,0,1,,"Shaz Bat",zw
D,837361,1,1,59,59,1,837361,0,MGCC,ffffff,dd4b39,ffffff,,,114,1,,"Adam Bratt",ca
C,856825,1,1,59,234,,856825,0,,00dd00,,,,,0,1,,"Petra Cebasek",si
D,867881,1,1,59,59,2,867881,0,,00dd00,,,,,0,1,,"E d&#039;eau Scheffer 4264",nl
D,878128,1,1,59,59,2,878128,0,,00dd00,,,,,0,1,,"Earl Arbogast",us
B,879216,1,1,59,351,,879216,0,,00dd00,,,,,0,1,,"Daniel Suozzo",us
C,894848,1,1,59,234,,894848,0,"Team Italy",dd4b39,ffffff,00a65a,,,588,1,,"Daniel Lancia",it
B,934540,1,1,59,351,,934540,0,TeamEN,ee1d22,ffffff,ee1d22,,,1384,1,,"J. Caselli",us
